heuristic_id,raw_app_type,instance_scale,filename,strategy,algorithm,code,objective,task_name,parse_ok,is_timeout,objective_bin,group_id,app_type
pop_16_op_e1_n17_250819_105708,premarshalling_astar,results_20250815_092046_multibay_reshuffle_astar_qwen25coder32b_ueTrue_uiFalse_uitypeNone,program_pop_16_op_e1_n17_250819_105708.json,e1,"This heuristic calculates the score based on the cumulative penalty for each out-of-order load, where penalties are determined by the value of the load multiplied by its distance from the top of the stack, with additional penalties for loads that require movement across multiple stacks and rewards for configurations that minimize the total number of misplaced elements.
","def score_state(state):
    total_score = 0
    cross_stack_penalty_factor = 1.5  # Increased penalty for crossing stacks

    for i in range(len(state)):
        stack = state[i]
        n = len(stack)
        misplaced_count = sum(1 for j in range(n - 1) if stack[j] > stack[j + 1])

        for j in range(n - 1, 0, -1):
            if stack[j] < stack[j - 1]:
                correct_pos = next((k for k in range(j) if stack[k] != 0 and stack[j] <= stack[k]), j - 1)
                distance_penalty = (j - correct_pos) * stack[j]
                cross_stack_penalty = 0
                if correct_pos > j:
                    cross_stack_penalty = cross_stack_penalty_factor * stack[j]
                total_score += distance_penalty + cross_stack_penalty
        
        # Penalty based on the number of misplaced elements
        misplaced_penalty = misplaced_count * (stack[0] if n > 0 else 0)
        total_score += misplaced_penalty

    return  total_score
",0.35344,Premarshalling,True,False,low,7,premarshalling_astar
pop_0_op_i1_n9_250825_095101,premarshalling_astar,results_20251114_103544_multibay_reshuffle_astar_qwen25coder32b_ueTrue_uiFalse_uitypeNone,program_pop_0_op_i1_n9_250825_095101.json,i1,"Design a heuristic that calculates the score based on the number of blocked unit loads, prioritizing higher priority classes to be unblocked first.
","def score_state(state):
    score = 0
    for lane in state:
        blocking_count = 0
        seen_non_zero = False
        for load in reversed(lane):
            if load != 0:
                seen_non_zero = True
            if seen_non_zero and load == 0:
                blocking_count += 1
        score += blocking_count * (len(lane) - blocking_count)
    return score
",13.9329,Premarshalling,True,False,high,8,premarshalling_astar
pop_17_op_e1_n11_250822_005416,premarshalling_astar,results_20250821_114744_multibay_reshuffle_astar_qwen25coder32b_ueTrue_uiFalse_uitypeNone,program_pop_17_op_e1_n11_250822_005416.json,e1,"The heuristic calculates the score by summing the cumulative priority of blocked loads, adjusting for their position from the front, and applying penalties based on both the number of blocking occurrences and the distance to the nearest unblocked load, with an additional factor that considers the lane's fill ratio.
","def score_state(state):
    score = 0.0
    for lane in state:
        non_zero_elements = [load for load in lane if load != 0]
        n = len(non_zero_elements)
        blocking_count = sum(1 for i in range(n - 1) if non_zero_elements[i] > non_zero_elements[i + 1])
        priority_penalty = sum(non_zero_elements[i] * (i + 1) for i in range(n - 1) if non_zero_elements[i] > non_zero_elements[i + 1])
        distance_penalty = 0
        for i in range(n - 1):
            if non_zero_elements[i] > non_zero_elements[i + 1]:
                j = i + 2
                while j < n and non_zero_elements[j] <= non_zero_elements[i]:
                    j += 1
                distance_penalty += (j - i - 1)
        fill_ratio_penalty = (lane.count(0) / len(lane)) if lane else 0
        score += (priority_penalty + blocking_count + distance_penalty) * (1 - fill_ratio_penalty)
    return score
",0.50625,Premarshalling,True,False,mid,9,premarshalling_astar
pop_11_op_m1_n15_250818_181344,premarshalling_astar,results_20250815_092046_multibay_reshuffle_astar_qwen25coder32b_ueTrue_uiFalse_uitypeNone,program_pop_11_op_m1_n15_250818_181344.json,m1,"This heuristic calculates the score based on the total number of inversions across all stacks, where each inversion's penalty is weighted by the sum of the values of the involved loads divided by their positions from the top of the stack.
","def score_state(state):
    score = 0
    for stack in state:
        n = len(stack)
        for i in range(n - 1):
            for j in range(i + 1, n):
                if stack[i] > stack[j]:
                    score += (stack[i] + stack[j]) / (i + 1 + j + 1)
    return  score
",3.27528,Premarshalling,True,False,high,10,premarshalling_astar
pop_14_op_m2_n5_251009_013943,puzzle_astar,results_20251007_183918_puzzle_astar_edu_qwen25coder32b_ueTrue_uiFalse_uitypeNone,program_pop_14_op_m2_n5_251009_013943.json,m2,"This heuristic calculates the sum of Manhattan distances for each misplaced tile, incorporates penalties based on tiles that block each other's goal paths with an increased penalty factor, and adjusts by considering the distance to the nearest incorrectly positioned neighbor with a reduced adaptive weight factor.
","def score_state(state):
    N = len(state)
    score = 0
    misplaced_tiles = set()
    
    for i in range(N):
        for j in range(N):
            value = state[i][j]
            if value != 0:
                goal_i, goal_j = divmod(value - 1, N)
                manhattan_distance = abs(i - goal_i) + abs(j - goal_j)
                score += manhattan_distance
                if i != goal_i or j != goal_j:
                    misplaced_tiles.add((i, j))
    
    for (i, j) in misplaced_tiles:
        value = state[i][j]
        goal_i, goal_j = divmod(value - 1, N)
        min_penalty = float('inf')
        
        # Check neighbors for penalty adjustment with adaptive weight
        for di, dj in [(-1, 0), (1, 0), (0, -1), (0, 1)]:
            ni, nj = i + di, j + dj
            if 0 <= ni < N and 0 <= nj < N and state[ni][nj] != 0:
                n_value = state[ni][nj]
                n_goal_i, n_goal_j = divmod(n_value - 1, N)
                penalty = abs(ni - goal_i) + abs(nj - goal_j)
                if penalty == 0:
                    min_penalty = 0
                    break
                else:
                    # Adaptive weight factor based on distance to edge with reduced weight
                    distance_to_edge = min(i, N - i - 1, j, N - j - 1)
                    weight_factor = (distance_to_edge / (N // 2)) if distance_to_edge > 0 else 0.5
                    min_penalty = min(min_penalty, penalty * weight_factor)
        
        score += min_penalty
    
    # Blockage penalty between tiles that block each other's goal paths with increased factor
    for i in range(N):
        row_tiles = [(state[i][j], j) for j in range(N) if state[i][j] != 0 and (state[i][j] - 1) // N == i]
        row_tiles.sort(key=lambda x: divmod(x[0] - 1, N)[1])
        for k in range(len(row_tiles) - 1):
            for l in range(k + 1, len(row_tiles)):
                if row_tiles[k][1] > row_tiles[l][1]:
                    score += 2 * (l - k)
    
    for j in range(N):
        col_tiles = [(state[i][j], i) for i in range(N) if state[i][j] != 0 and (state[i][j] - 1) % N == j]
        col_tiles.sort(key=lambda x: divmod(x[0] - 1, N)[0])
        for k in range(len(col_tiles) - 1):
            for l in range(k + 1, len(col_tiles)):
                if col_tiles[k][1] > col_tiles[l][1]:
                    score += 2 * (l - k)
    
    return score
",1.50491,SlidingPuzzle,True,False,low,1,puzzle_astar
pop_8_op_m1_n8_251005_093415,puzzle_astar,results_20251004_181749_puzzle_astar_edu_qwen25coder32b_ueTrue_uiFalse_uitypeNone,program_pop_8_op_m1_n8_251005_093415.json,m1,"This heuristic calculates the sum of Manhattan distances for each tile, adds penalties based on the number of misplaced tiles, and incorporates a penalty for linear conflicts within rows and columns by considering the number of inversions, using a weighted approach to prioritize penalties for tiles closer to their target position.
","def score_state(state):
    N = len(state)
    score = 0
    row_positions = [set() for _ in range(N)]
    col_positions = [set() for _ in range(N)]
    
    for i in range(N):
        for j in range(N):
            value = state[i][j]
            if value != 0:
                target_i, target_j = divmod(value - 1, N)
                distance = abs(i - target_i) + abs(j - target_j)
                score += distance
                row_positions[target_i].add((value, j))
                col_positions[target_j].add((value, i))

    def count_inversions(positions):
        sorted_positions = sorted(positions, key=lambda x: x[0])
        inversions = 0
        for k in range(len(sorted_positions) - 1):
            if sorted_positions[k][1] > sorted_positions[k + 1][1]:
                inversions += 1
        return inversions

    misplaced_tiles = sum(1 for i in range(N) for j in range(N) if state[i][j] != 0 and state[i][j] != (i * N + j + 1))

    for positions in row_positions:
        score += count_inversions(positions) * 3

    for positions in col_positions:
        score += count_inversions(positions) * 3

    for i in range(N):
        for j in range(N):
            value = state[i][j]
            if value != 0:
                target_i, target_j = divmod(value - 1, N)
                distance = abs(i - target_i) + abs(j - target_j)
                score += (distance / N) * 2

    return score
",1.617,SlidingPuzzle,True,False,mid,2,puzzle_astar
pop_19_op_m1_n11_251006_055659,puzzle_astar,results_20251004_181749_puzzle_astar_edu_qwen25coder32b_ueTrue_uiFalse_uitypeNone,program_pop_19_op_m1_n11_251006_055659.json,m1,"This heuristic calculates the sum of Manhattan distances for each tile, adds penalties based on tiles that are out of their correct row or column using a different multiplier, incorporates a penalty for obstructed paths with a linear decay factor, and adjusts for misplaced tiles within rows and columns using a cumulative penalty approach, but modifies the obstruction penalty to consider both vertical and horizontal directions separately.
","def score_state(state):
    N = len(state)
    score = 0
    total_distance = 0
    row_positions = [set() for _ in range(N)]
    col_positions = [set() for _ in range(N)]

    for i in range(N):
        for j in range(N):
            value = state[i][j]
            if value != 0:
                target_i, target_j = divmod(value - 1, N)
                distance = abs(i - target_i) + abs(j - target_j)
                total_distance += distance
                score += distance * (distance + 1) / 2
                row_positions[target_i].add((value, j))
                col_positions[target_j].add((value, i))

    def count_misplaced_neighbors(positions):
        sorted_positions = sorted(positions, key=lambda x: x[0])
        misplaced = 0
        for k in range(1, len(sorted_positions)):
            if sorted_positions[k][1] < sorted_positions[k - 1][1]:
                misplaced += 1
        return misplaced

    def count_obstructed_paths(state, i, j, target_i, target_j):
        obstructed = 0
        for x in range(min(i, target_i) + 1, max(i, target_i)):
            if state[x][j] != 0:
                obstructed += 1 / (x - min(i, target_i))
        for y in range(min(j, target_j) + 1, max(j, target_j)):
            if state[i][y] != 0:
                obstructed += 1 / (y - min(j, target_j))
        return obstructed

    for positions in row_positions:
        score += count_misplaced_neighbors(positions) * 3

    for positions in col_positions:
        score += count_misplaced_neighbors(positions) * 2

    for i in range(N):
        for j in range(N):
            value = state[i][j]
            if value != 0:
                target_i, target_j = divmod(value - 1, N)
                obstructed_paths = count_obstructed_paths(state, i, j, target_i, target_j)
                score += obstructed_paths

    score += total_distance / (N * 2)

    return score
",0.91381,SlidingPuzzle,True,False,low,3,puzzle_astar
pop_19_op_e2_n5_251006_053013,puzzle_astar,results_20251004_181749_puzzle_astar_edu_qwen25coder32b_ueTrue_uiFalse_uitypeNone,program_pop_19_op_e2_n5_251006_053013.json,e2,"This heuristic calculates the sum of Manhattan distances for each tile, incorporates penalties based on tiles that are out of their correct row or column using a unique non-linear multiplier, includes a penalty for tiles blocking other tiles' direct paths with an adjusted factor, and adjusts for misplaced tiles within rows and columns by considering the relative positions and distances to the target positions.
","def score_state(state):
    N = len(state)
    score = 0
    row_positions = [set() for _ in range(N)]
    col_positions = [set() for _ in range(N)]

    for i in range(N):
        for j in range(N):
            value = state[i][j]
            if value != 0:
                target_i, target_j = divmod(value - 1, N)
                distance = abs(i - target_i) + abs(j - target_j)
                score += distance * (distance ** 1.25)
                row_positions[target_i].add((value, j))
                col_positions[target_j].add((value, i))

    for positions in row_positions:
        sorted_positions = sorted(positions, key=lambda x: x[0])
        misplaced = sum(1 for k in range(1, len(sorted_positions)) if sorted_positions[k][1] < sorted_positions[k - 1][1])
        score += misplaced * 4

    for positions in col_positions:
        sorted_positions = sorted(positions, key=lambda x: x[0])
        misplaced = sum(1 for k in range(1, len(sorted_positions)) if sorted_positions[k][1] < sorted_positions[k - 1][1])
        score += misplaced * 3

    for i in range(N):
        for j in range(N):
            value = state[i][j]
            if value != 0:
                target_i, target_j = divmod(value - 1, N)
                obstructed_x = sum(1 for x in range(min(i, target_i) + 1, max(i, target_i)) if state[x][j] != 0)
                obstructed_y = sum(1 for y in range(min(j, target_j) + 1, max(j, target_j)) if state[i][y] != 0)
                score += (obstructed_x + obstructed_y) * distance ** 0.5

    return score
",1.1781,SlidingPuzzle,True,False,low,4,puzzle_astar
pop_3_op_m2_n16_251005_011247,puzzle_astar,results_20251004_181749_puzzle_astar_edu_qwen25coder32b_ueTrue_uiFalse_uitypeNone,program_pop_3_op_m2_n16_251005_011247.json,m2,"Calculate the sum of Manhattan distances for each tile, add penalties for tiles being out of their target row or column by more than two positions, and adjust the score based on linear conflict between misplaced tiles within the same row or column with higher penalties.
","def score_state(state):
    N = len(state)
    score = 0
    misplaced_tiles_row = [set() for _ in range(N)]
    misplaced_tiles_col = [set() for _ in range(N)]

    for i in range(N):
        for j in range(N):
            value = state[i][j]
            if value != 0:
                target_i, target_j = divmod(value - 1, N)
                distance = abs(i - target_i) + abs(j - target_j)
                score += distance
                if i != target_i and abs(i - target_i) > 1:
                    misplaced_tiles_row[i].add((value, j))
                if j != target_j and abs(j - target_j) > 1:
                    misplaced_tiles_col[j].add((value, i))

    for row_set in misplaced_tiles_row:
        conflicts = len(row_set) - 1
        score += conflicts * 0.75

    for col_set in misplaced_tiles_col:
        conflicts = len(col_set) - 1
        score += conflicts * 0.75

    return score
",1.74981,SlidingPuzzle,True,False,mid,5,puzzle_astar
pop_0_op_i1_n9_251016_142943,puzzle_astar,results_20251016_142827_puzzle_astar_edu_qwen25coder32b_ueTrue_uiFalse_uitypeNone,program_pop_0_op_i1_n9_251016_142943.json,i1,"The heuristic calculates the sum of Manhattan distances of each tile from its goal position, ignoring the empty slot, to estimate the minimum number of moves required to solve the puzzle.
","def score_state(state):
    N = len(state)
    score = 0
    for i in range(N):
        for j in range(N):
            value = state[i][j]
            if value != 0:
                target_i, target_j = divmod(value - 1, N)
                score += abs(i - target_i) + abs(j - target_j)
    return score
",2.20381,SlidingPuzzle,True,False,mid,6,puzzle_astar
pop_9_op_e1_n9_251005_102726,puzzle_astar,results_20251004_181749_puzzle_astar_edu_qwen25coder32b_ueTrue_uiFalse_uitypeNone,program_pop_9_op_e1_n9_251005_102726.json,e1,"This heuristic calculates a score by summing Manhattan distances for each tile, adding penalties based on the number of tiles that are blocking the path to their target positions, and incorporating a penalty for tiles being out of sequence within their row or column using a permutation inversion count.
","def score_state(state):
    N = len(state)
    score = 0
    row_positions = [set() for _ in range(N)]
    col_positions = [set() for _ in range(N)]

    def count_inversions(positions):
        sorted_positions = sorted(positions, key=lambda x: x[0])
        inversions = 0
        for k in range(len(sorted_positions) - 1):
            if sorted_positions[k][1] > sorted_positions[k + 1][1]:
                inversions += 1
        return inversions

    def count_blocking_tiles(state, i, j, target_i, target_j):
        blocking = 0
        if i < target_i:
            for x in range(i + 1, target_i):
                if state[x][j] != 0:
                    blocking += 1
        elif i > target_i:
            for x in range(target_i + 1, i):
                if state[x][j] != 0:
                    blocking += 1
        if j < target_j:
            for y in range(j + 1, target_j):
                if state[i][y] != 0:
                    blocking += 1
        elif j > target_j:
            for y in range(target_j + 1, j):
                if state[i][y] != 0:
                    blocking += 1
        return blocking

    for i in range(N):
        for j in range(N):
            value = state[i][j]
            if value != 0:
                target_i, target_j = divmod(value - 1, N)
                score += abs(i - target_i) + abs(j - target_j)
                row_positions[target_i].add((value, j))
                col_positions[target_j].add((value, i))

    for positions in row_positions:
        score += count_inversions(positions) * 3

    for positions in col_positions:
        score += count_inversions(positions) * 3

    for i in range(N):
        for j in range(N):
            value = state[i][j]
            if value != 0:
                target_i, target_j = divmod(value - 1, N)
                blocking_tiles = count_blocking_tiles(state, i, j, target_i, target_j)
                score += blocking_tiles * 4

    return score
",1.26911,SlidingPuzzle,True,False,low,7,puzzle_astar
pop_0_op_i1_n15_251016_142943,puzzle_astar,results_20251016_142827_puzzle_astar_edu_qwen25coder32b_ueTrue_uiFalse_uitypeNone,program_pop_0_op_i1_n15_251016_142943.json,i1,"Calculate the heuristic score by summing Manhattan distances of each tile from its goal position, treating the empty space (0) as a regular tile for distance calculation.}
","def score_state(state):
    N = len(state)
    target_positions = {i: (i // N, i % N) for i in range(1, N * N)}
    score = 0

    for row_idx in range(N):
        for col_idx in range(N):
            tile = state[row_idx][col_idx]
            if tile != 0:
                target_row, target_col = target_positions[tile]
                score += abs(row_idx - target_row) + abs(col_idx - target_col)

    return score
",2.5337,SlidingPuzzle,True,False,high,8,puzzle_astar
pop_4_op_e1_n14_251008_022932,puzzle_astar,results_20251007_183918_puzzle_astar_edu_qwen25coder32b_ueTrue_uiFalse_uitypeNone,program_pop_4_op_e1_n14_251008_022932.json,e1,"This heuristic calculates the sum of Manhattan distances of each tile from its goal position, excluding the empty tile (0), and adds a penalty based on the number of tiles that are misplaced relative to their expected positions within blocks of four adjacent tiles, encouraging more localized rearrangements.
","def score_state(state):
    N = len(state)
    score = 0
    
    for i in range(N):
        for j in range(N):
            value = state[i][j]
            if value != 0:
                goal_i, goal_j = divmod(value - 1, N)
                manhattan_distance = abs(i - goal_i) + abs(j - goal_j)
                score += manhattan_distance
    
    # Block-based penalty
    for i in range(0, N-1, 2):
        for j in range(0, N-1, 2):
            block = [
                state[i][j], state[i][j+1],
                state[i+1][j], state[i+1][j+1]
            ]
            sorted_block = sorted(block)
            if block != sorted_block:
                score += 1
    
    return score
",1.90788,SlidingPuzzle,True,False,mid,9,puzzle_astar
pop_18_op_m1_n0_251009_092244,puzzle_astar,results_20251007_183918_puzzle_astar_edu_qwen25coder32b_ueTrue_uiFalse_uitypeNone,program_pop_18_op_m1_n0_251009_092244.json,m1,"This heuristic calculates the sum of Manhattan distances for each misplaced tile, adds penalties based on linear conflicts between tiles that need to swap places, and adjusts the score by considering the cumulative impact of incorrectly ordered tiles in rows and columns with a decay factor proportional to their distance from being correctly positioned.
","def score_state(state):
    N = len(state)
    score = 0
    
    for i in range(N):
        for j in range(N):
            value = state[i][j]
            if value != 0:
                goal_i, goal_j = divmod(value - 1, N)
                manhattan_distance = abs(i - goal_i) + abs(j - goal_j)
                score += manhattan_distance
                
                # Check for linear conflicts in rows
                if i == goal_i:
                    for k in range(N):
                        other_value = state[i][k]
                        if other_value != 0:
                            other_goal_i, other_goal_j = divmod(other_value - 1, N)
                            if other_goal_i == goal_i and k > j and other_goal_j < goal_j:
                                score += 2
                
                # Check for linear conflicts in columns
                if j == goal_j:
                    for k in range(N):
                        other_value = state[k][j]
                        if other_value != 0:
                            other_goal_i, other_goal_j = divmod(other_value - 1, N)
                            if other_goal_j == goal_j and k > i and other_goal_i < goal_i:
                                score += 2
    
    for i in range(N):
        row_tiles = [(state[i][j], j) for j in range(N) if state[i][j] != 0 and (state[i][j] - 1) // N == i]
        row_tiles.sort(key=lambda x: divmod(x[0] - 1, N)[1])
        for k in range(1, len(row_tiles)):
            if row_tiles[k][1] < row_tiles[k - 1][1]:
                score += (N - row_tiles[k][1]) ** 2
    
    for j in range(N):
        col_tiles = [(state[i][j], i) for i in range(N) if state[i][j] != 0 and (state[i][j] - 1) % N == j]
        col_tiles.sort(key=lambda x: divmod(x[0] - 1, N)[0])
        for k in range(1, len(col_tiles)):
            if col_tiles[k][1] < col_tiles[k - 1][1]:
                score += (N - col_tiles[k][1]) ** 2
    
    return score
",2.37694,SlidingPuzzle,True,False,high,10,puzzle_astar
