heuristic_id,raw_app_type,instance_scale,filename,strategy,algorithm,code,objective,task_name,parse_ok,is_timeout
pop_13_op_e1_n19_251005_172726,puzzle_astar,results_20251004_181749_puzzle_astar_edu_qwen25coder32b_ueTrue_uiFalse_uitypeNone,program_pop_13_op_e1_n19_251005_172726.json,e1,"This heuristic calculates the sum of Manhattan distances for each tile, adds penalties based on tiles that are out of their correct row or column, incorporates a penalty for linear conflicts within rows and columns by considering the number of inversions, and uses a weighted approach to prioritize penalties for tiles closer to the edges, but with an additional twist of using a logarithmic function to reduce the impact of larger distances.
","def score_state(state):
    N = len(state)
    score = 0
    row_positions = [set() for _ in range(N)]
    col_positions = [set() for _ in range(N)]
    
    for i in range(N):
        for j in range(N):
            value = state[i][j]
            if value != 0:
                target_i, target_j = divmod(value - 1, N)
                distance = abs(i - target_i) + abs(j - target_j)
                score += (distance * (1 + math.log2(distance + 1))) if distance > 0 else 0
                row_positions[target_i].add((value, j))
                col_positions[target_j].add((value, i))

    def count_inversions(positions):
        sorted_positions = sorted(positions, key=lambda x: x[0])
        inversions = 0
        for k in range(len(sorted_positions) - 1):
            if sorted_positions[k][1] > sorted_positions[k + 1][1]:
                inversions += 1
        return inversions

    for positions in row_positions:
        score += count_inversions(positions) * 3

    for positions in col_positions:
        score += count_inversions(positions) * 3

    edge_weight = N // 2
    for i in range(N):
        for j in range(N):
            value = state[i][j]
            if value != 0:
                distance_to_edge = min(i, N - i - 1, j, N - j - 1)
                score += (edge_weight - distance_to_edge) * 0.5

    return score
",2.5337,SlidingPuzzle,True,False
pop_13_op_e1_n1_251005_172726,puzzle_astar,results_20251004_181749_puzzle_astar_edu_qwen25coder32b_ueTrue_uiFalse_uitypeNone,program_pop_13_op_e1_n1_251005_172726.json,e1,"This heuristic calculates the sum of Manhattan distances for each tile, adds penalties based on the number of tiles out of their correct row or column, and includes a penalty for tiles being in positions that disrupt the natural sequence within their row or column by counting misplaced neighbors, with an additional penalty for tiles blocking other tiles' direct paths to their target positions.
","def score_state(state):
    N = len(state)
    score = 0
    row_positions = [set() for _ in range(N)]
    col_positions = [set() for _ in range(N)]

    for i in range(N):
        for j in range(N):
            value = state[i][j]
            if value != 0:
                target_i, target_j = divmod(value - 1, N)
                distance = abs(i - target_i) + abs(j - target_j)
                score += distance
                row_positions[target_i].add((value, j))
                col_positions[target_j].add((value, i))

    def count_misplaced_neighbors(positions):
        sorted_positions = sorted(positions, key=lambda x: x[0])
        misplaced = 0
        for k in range(1, len(sorted_positions)):
            if sorted_positions[k][1] < sorted_positions[k - 1][1]:
                misplaced += 1
        return misplaced

    def count_blocking_tiles(state, i, j, target_i, target_j):
        blocking = 0
        if i != target_i:
            for x in range(min(i, target_i) + 1, max(i, target_i)):
                if state[x][j] != 0:
                    blocking += 1
        elif j != target_j:
            for y in range(min(j, target_j) + 1, max(j, target_j)):
                if state[i][y] != 0:
                    blocking += 1
        return blocking

    for positions in row_positions:
        score += count_misplaced_neighbors(positions)
    
    for positions in col_positions:
        score += count_misplaced_neighbors(positions)

    for i in range(N):
        for j in range(N):
            value = state[i][j]
            if value != 0:
                target_i, target_j = divmod(value - 1, N)
                blocking_tiles = count_blocking_tiles(state, i, j, target_i, target_j)
                score += blocking_tiles * 2

    return score
",0.90784,SlidingPuzzle,True,False
pop_13_op_e1_n2_251005_172726,puzzle_astar,results_20251004_181749_puzzle_astar_edu_qwen25coder32b_ueTrue_uiFalse_uitypeNone,program_pop_13_op_e1_n2_251005_172726.json,e1,"This heuristic calculates the sum of Manhattan distances for each tile, incorporates penalties based on the number of tiles that are out of their correct row or column, and uses a unique penalty system that assigns higher costs to tiles that are not only misplaced but also disrupt the sequence in both rows and columns by counting non-linear conflicts.
","def score_state(state):
    N = len(state)
    score = 0
    total_distance = 0
    row_positions = [set() for _ in range(N)]
    col_positions = [set() for _ in range(N)]
    
    for i in range(N):
        for j in range(N):
            value = state[i][j]
            if value != 0:
                target_i, target_j = divmod(value - 1, N)
                distance = abs(i - target_i) + abs(j - target_j)
                total_distance += distance
                score += distance
                row_positions[target_i].add((value, j))
                col_positions[target_j].add((value, i))

    def count_non_linear_conflicts(positions):
        sorted_positions = sorted(positions, key=lambda x: x[0])
        conflicts = 0
        for k in range(1, len(sorted_positions)):
            if sorted_positions[k][1] < sorted_positions[k - 1][1]:
                conflicts += 1 + abs(sorted_positions[k][1] - sorted_positions[k - 1][1])
        return conflicts

    for positions in row_positions:
        score += count_non_linear_conflicts(positions) * 2
    
    for positions in col_positions:
        score += count_non_linear_conflicts(positions) * 2

    return score
",0.91164,SlidingPuzzle,True,False
pop_13_op_e1_n3_251005_172726,puzzle_astar,results_20251004_181749_puzzle_astar_edu_qwen25coder32b_ueTrue_uiFalse_uitypeNone,program_pop_13_op_e1_n3_251005_172726.json,e1,"This heuristic calculates the sum of Manhattan distances for each tile, adds penalties based on the cumulative distance tiles need to move past each other within rows and columns, and includes additional penalties for tiles being in obstructed paths with weighted consideration of the number of tiles that are out of their correct row or column.
","def score_state(state):
    N = len(state)
    score = 0
    total_distance = 0
    row_positions = [set() for _ in range(N)]
    col_positions = [set() for _ in range(N)]

    for i in range(N):
        for j in range(N):
            value = state[i][j]
            if value != 0:
                target_i, target_j = divmod(value - 1, N)
                distance = abs(i - target_i) + abs(j - target_j)
                total_distance += distance
                score += distance
                row_positions[target_i].add((value, j))
                col_positions[target_j].add((value, i))

    def cumulative_distance(positions):
        sorted_positions = sorted(positions, key=lambda x: x[0])
        cumul_dist = 0
        for k in range(1, len(sorted_positions)):
            if sorted_positions[k][1] < sorted_positions[k - 1][1]:
                cumul_dist += abs(sorted_positions[k][1] - sorted_positions[k - 1][1])
        return cumul_dist

    def count_obstructed_paths(state, i, j, target_i, target_j):
        obstructed = 0
        for x in range(min(i, target_i) + 1, max(i, target_i)):
            if state[x][j] != 0:
                obstructed += 1
        for y in range(min(j, target_j) + 1, max(j, target_j)):
            if state[i][y] != 0:
                obstructed += 1
        return obstructed

    def count_out_of_place(positions):
        sorted_positions = sorted(positions, key=lambda x: x[0])
        out_of_place = sum(1 for k in range(len(sorted_positions)) if sorted_positions[k][1] != k)
        return out_of_place

    for positions in row_positions:
        score += cumulative_distance(positions) * 2
        score += count_out_of_place(positions)

    for positions in col_positions:
        score += cumulative_distance(positions) * 2
        score += count_out_of_place(positions)

    for i in range(N):
        for j in range(N):
            value = state[i][j]
            if value != 0:
                target_i, target_j = divmod(value - 1, N)
                obstructed_paths = count_obstructed_paths(state, i, j, target_i, target_j)
                score += obstructed_paths * 3

    score += total_distance / N
    
    return score
",1.89301,SlidingPuzzle,True,False
pop_13_op_e1_n4_251005_172726,puzzle_astar,results_20251004_181749_puzzle_astar_edu_qwen25coder32b_ueTrue_uiFalse_uitypeNone,program_pop_13_op_e1_n4_251005_172726.json,e1,"This heuristic calculates the sum of Manhattan distances for each tile, adds penalties based on tiles that are out of their correct row or column, incorporates a penalty for linear conflicts within rows and columns by considering the number of inversions, and uses a weighted approach to prioritize penalties for tiles closer to their target position, but with an additional twist of calculating the sum of the absolute differences between the current and target positions of all adjacent tiles.
","def score_state(state):
    N = len(state)
    score = 0
    row_positions = [set() for _ in range(N)]
    col_positions = [set() for _ in range(N)]
    
    for i in range(N):
        for j in range(N):
            value = state[i][j]
            if value != 0:
                target_i, target_j = divmod(value - 1, N)
                distance = abs(i - target_i) + abs(j - target_j)
                score += distance
                row_positions[target_i].add((value, j))
                col_positions[target_j].add((value, i))

    def count_inversions(positions):
        sorted_positions = sorted(positions, key=lambda x: x[0])
        inversions = 0
        for k in range(len(sorted_positions) - 1):
            if sorted_positions[k][1] > sorted_positions[k + 1][1]:
                inversions += 1
        return inversions

    for positions in row_positions:
        score += count_inversions(positions) * 3

    for positions in col_positions:
        score += count_inversions(positions) * 3

    def adjacent_difference(i, j):
        value = state[i][j]
        target_i, target_j = divmod(value - 1, N)
        diff = abs(i - target_i) + abs(j - target_j)
        adjacent_tiles = []
        
        if i > 0 and state[i-1][j] != 0:
            adj_value = state[i-1][j]
            adj_target_i, adj_target_j = divmod(adj_value - 1, N)
            adjacent_tiles.append(abs((i-1) - adj_target_i) + abs(j - adj_target_j))
        if i < N-1 and state[i+1][j] != 0:
            adj_value = state[i+1][j]
            adj_target_i, adj_target_j = divmod(adj_value - 1, N)
            adjacent_tiles.append(abs((i+1) - adj_target_i) + abs(j - adj_target_j))
        if j > 0 and state[i][j-1] != 0:
            adj_value = state[i][j-1]
            adj_target_i, adj_target_j = divmod(adj_value - 1, N)
            adjacent_tiles.append(abs(i - adj_target_i) + abs((j-1) - adj_target_j))
        if j < N-1 and state[i][j+1] != 0:
            adj_value = state[i][j+1]
            adj_target_i, adj_target_j = divmod(adj_value - 1, N)
            adjacent_tiles.append(abs(i - adj_target_i) + abs((j+1) - adj_target_j))
        
        return diff + sum(adjacent_tiles)

    for i in range(N):
        for j in range(N):
            if state[i][j] != 0:
                score += adjacent_difference(i, j) / N

    return score
",1.46862,SlidingPuzzle,True,False
pop_13_op_e1_n5_251005_172726,puzzle_astar,results_20251004_181749_puzzle_astar_edu_qwen25coder32b_ueTrue_uiFalse_uitypeNone,program_pop_13_op_e1_n5_251005_172726.json,e1,"This heuristic calculates the sum of Manhattan distances for each tile, adds penalties based on the number of tiles that are out of their target row or column relative to other tiles, incorporates penalties for linear conflicts within rows and columns by considering the minimum distance to resolve conflicts, and assigns additional penalties based on the depth of the current node in the search tree.
","def score_state(state):
    N = len(state)
    score = 0
    row_positions = [set() for _ in range(N)]
    col_positions = [set() for _ in range(N)]

    for i in range(N):
        for j in range(N):
            value = state[i][j]
            if value != 0:
                target_i, target_j = divmod(value - 1, N)
                distance = abs(i - target_i) + abs(j - target_j)
                score += distance
                row_positions[target_i].add((value, j))
                col_positions[target_j].add((value, i))

    def count_conflicts(positions):
        sorted_positions = sorted(positions, key=lambda x: x[0])
        conflicts = 0
        for k in range(len(sorted_positions) - 1):
            if sorted_positions[k][1] > sorted_positions[k + 1][1]:
                conflicts += min(abs(sorted_positions[k][1] - sorted_positions[k + 1][1]), N - abs(sorted_positions[k][1] - sorted_positions[k + 1][1]))
        return conflicts

    for positions in row_positions:
        score += count_conflicts(positions) * 2

    for positions in col_positions:
        score += count_conflicts(positions) * 2

    # Additional penalty based on depth (assuming depth is passed or calculated)
    # For simplicity, let's assume depth is a global variable or part of the node structure
    # Here we use a placeholder value of 0 for depth
    depth_penalty = 0 * 1.5
    score += depth_penalty

    return score
",1.60451,SlidingPuzzle,True,False
pop_13_op_e1_n6_251005_172726,puzzle_astar,results_20251004_181749_puzzle_astar_edu_qwen25coder32b_ueTrue_uiFalse_uitypeNone,program_pop_13_op_e1_n6_251005_172726.json,e1,"This heuristic calculates the sum of Manhattan distances for each tile, incorporates a penalty based on the number of inversions in the puzzle (tiles that are out of order), and includes an additional penalty for tiles being far from their correct row or column by counting how many rows or columns they need to cross to reach their goal position.
","def score_state(state):
    N = len(state)
    score = 0
    inversions = 0
    flat_state = [num for row in state for num in row if num != 0]
    
    for i in range(len(flat_state)):
        for j in range(i + 1, len(flat_state)):
            if flat_state[i] > flat_state[j]:
                inversions += 1
    
    for i in range(N):
        for j in range(N):
            value = state[i][j]
            if value != 0:
                target_i, target_j = divmod(value - 1, N)
                distance = abs(i - target_i) + abs(j - target_j)
                row_distance = abs(i - target_i)
                col_distance = abs(j - target_j)
                score += distance
                score += inversions * 0.5
                score += (row_distance + col_distance) * 1.5
    
    return score
",2.5337,SlidingPuzzle,True,False
pop_13_op_e1_n7_251005_172726,puzzle_astar,results_20251004_181749_puzzle_astar_edu_qwen25coder32b_ueTrue_uiFalse_uitypeNone,program_pop_13_op_e1_n7_251005_172726.json,e1,"This heuristic calculates the Manhattan distance for each tile, adds penalties based on the number of tiles that are out of their correct row or column, and includes a penalty for tiles being in positions that disrupt the natural sequence within their row or column by counting misplaced neighbors, while also considering the cumulative effect of these penalties to reduce overall score variance.
","def score_state(state):
    N = len(state)
    score = 0
    row_positions = [set() for _ in range(N)]
    col_positions = [set() for _ in range(N)]
    
    for i in range(N):
        for j in range(N):
            value = state[i][j]
            if value != 0:
                target_i, target_j = divmod(value - 1, N)
                score += abs(i - target_i) + abs(j - target_j)
                row_positions[target_i].add((value, j))
                col_positions[target_j].add((value, i))
    
    def count_misplaced_neighbors(positions):
        sorted_positions = sorted(positions, key=lambda x: x[0])
        misplaced = 0
        for k in range(1, len(sorted_positions)):
            if sorted_positions[k][1] < sorted_positions[k - 1][1]:
                misplaced += 1
        return misplaced

    row_misplaced_penalty = sum(count_misplaced_neighbors(positions) for positions in row_positions)
    col_misplaced_penalty = sum(count_misplaced_neighbors(positions) for positions in col_positions)
    
    score += (row_misplaced_penalty + col_misplaced_penalty) * 0.5
    
    return score
",1.74981,SlidingPuzzle,True,False
pop_13_op_e1_n8_251005_172726,puzzle_astar,results_20251004_181749_puzzle_astar_edu_qwen25coder32b_ueTrue_uiFalse_uitypeNone,program_pop_13_op_e1_n8_251005_172726.json,e1,"This heuristic calculates the sum of Manhattan distances for each tile, adds penalties based on tiles that are out of their correct row or column using a logarithmic multiplier, and includes a penalty for tiles being in positions that disrupt the natural sequence within their row or column by counting misplaced neighbors with an exponential decay factor.
","def score_state(state):
    N = len(state)
    score = 0
    row_positions = [set() for _ in range(N)]
    col_positions = [set() for _ in range(N)]
    
    for i in range(N):
        for j in range(N):
            value = state[i][j]
            if value != 0:
                target_i, target_j = divmod(value - 1, N)
                distance = abs(i - target_i) + abs(j - target_j)
                score += distance * (1 + (distance > 0) * (2 ** (-distance)))
                row_positions[target_i].add((value, j))
                col_positions[target_j].add((value, i))

    def count_misplaced_neighbors(positions):
        sorted_positions = sorted(positions, key=lambda x: x[0])
        misplaced = 0
        for k in range(1, len(sorted_positions)):
            if sorted_positions[k][1] < sorted_positions[k - 1][1]:
                misplaced += 2 ** (len(sorted_positions) - k)
        return misplaced

    for positions in row_positions:
        score += count_misplaced_neighbors(positions)

    for positions in col_positions:
        score += count_misplaced_neighbors(positions)

    return score
",1.79474,SlidingPuzzle,True,False
pop_13_op_e1_n9_251005_172726,puzzle_astar,results_20251004_181749_puzzle_astar_edu_qwen25coder32b_ueTrue_uiFalse_uitypeNone,program_pop_13_op_e1_n9_251005_172726.json,e1,"This heuristic calculates the sum of Manhattan distances for each tile, adds penalties based on tiles being out of their correct row or column, and incorporates a penalty for tiles that are out of sequence within their row or column using a linear conflict count, which counts how many tiles in a row or column need to swap positions to be in the correct order.
","def score_state(state):
    N = len(state)
    score = 0

    def manhattan_distance(i, j, target_i, target_j):
        return abs(i - target_i) + abs(j - target_j)

    for i in range(N):
        for j in range(N):
            value = state[i][j]
            if value != 0:
                target_i, target_j = divmod(value - 1, N)
                score += manhattan_distance(i, j, target_i, target_j)

    def linear_conflicts(positions):
        sorted_positions = sorted(positions, key=lambda x: x[0])
        conflicts = 0
        for k in range(len(sorted_positions)):
            for l in range(k + 1, len(sorted_positions)):
                if sorted_positions[k][1] > sorted_positions[l][1]:
                    conflicts += 1
        return conflicts

    row_positions = [set() for _ in range(N)]
    col_positions = [set() for _ in range(N)]

    for i in range(N):
        for j in range(N):
            value = state[i][j]
            if value != 0:
                row_positions[value // N].add((value, j))
                col_positions[value % N].add((value, i))

    for positions in row_positions:
        score += linear_conflicts(positions) * 2

    for positions in col_positions:
        score += linear_conflicts(positions) * 2

    return score
",2.2068,SlidingPuzzle,True,False
pop_13_op_e2_n0_251005_175123,puzzle_astar,results_20251004_181749_puzzle_astar_edu_qwen25coder32b_ueTrue_uiFalse_uitypeNone,program_pop_13_op_e2_n0_251005_175123.json,e2,"This heuristic calculates the sum of Manhattan distances for each tile, adds penalties based on the number of tiles out of their correct row or column, and includes a penalty for tiles being isolated (i.e., surrounded by other misplaced tiles) that disrupt the natural sequence within their row or column.
","def score_state(state):
    N = len(state)
    score = 0
    row_positions = [set() for _ in range(N)]
    col_positions = [set() for _ in range(N)]

    for i in range(N):
        for j in range(N):
            value = state[i][j]
            if value != 0:
                target_i, target_j = divmod(value - 1, N)
                distance = abs(i - target_i) + abs(j - target_j)
                score += distance
                row_positions[target_i].add((value, j))
                col_positions[target_j].add((value, i))

    def count_misplaced_neighbors(positions):
        sorted_positions = sorted(positions, key=lambda x: x[0])
        misplaced = 0
        for k in range(1, len(sorted_positions)):
            if sorted_positions[k][1] < sorted_positions[k - 1][1]:
                misplaced += 1
        return misplaced

    def count_isolated_tiles(state, i, j, target_i, target_j):
        isolated = 0
        neighbors = [(i-1, j), (i+1, j), (i, j-1), (i, j+1)]
        for x, y in neighbors:
            if 0 <= x < N and 0 <= y < N and state[x][y] != 0:
                target_x, target_y = divmod(state[x][y] - 1, N)
                if abs(x - target_x) + abs(y - target_y) > 0:
                    isolated += 1
        return isolated

    for positions in row_positions:
        score += count_misplaced_neighbors(positions)
    
    for positions in col_positions:
        score += count_misplaced_neighbors(positions)

    for i in range(N):
        for j in range(N):
            value = state[i][j]
            if value != 0:
                target_i, target_j = divmod(value - 1, N)
                isolated_tiles = count_isolated_tiles(state, i, j, target_i, target_j)
                score += isolated_tiles * 3

    return score
",2.5337,SlidingPuzzle,True,False
pop_13_op_e2_n10_251005_175123,puzzle_astar,results_20251004_181749_puzzle_astar_edu_qwen25coder32b_ueTrue_uiFalse_uitypeNone,program_pop_13_op_e2_n10_251005_175123.json,e2,"This heuristic calculates the sum of Manhattan distances for each tile, adds penalties based on tiles that are out of their correct row or column, incorporates a penalty for linear conflicts within rows and columns by considering the number of inversions, and uses a weighted approach to prioritize penalties for tiles closer to their target position with an additional twist of adjusting weights based on proximity to the edges, but also penalizes tiles that are in positions where they block others' direct paths to their target positions.
","def score_state(state):
    N = len(state)
    score = 0
    row_positions = [set() for _ in range(N)]
    col_positions = [set() for _ in range(N)]

    def count_inversions(positions):
        sorted_positions = sorted(positions, key=lambda x: x[0])
        inversions = 0
        for k in range(len(sorted_positions) - 1):
            if sorted_positions[k][1] > sorted_positions[k + 1][1]:
                inversions += 1
        return inversions

    def count_blocking_tiles(state, i, j, target_i, target_j):
        blocking = 0
        if i != target_i:
            for x in range(min(i, target_i) + 1, max(i, target_i)):
                if state[x][j] != 0:
                    blocking += 1
        elif j != target_j:
            for y in range(min(j, target_j) + 1, max(j, target_j)):
                if state[i][y] != 0:
                    blocking += 1
        return blocking

    for i in range(N):
        for j in range(N):
            value = state[i][j]
            if value != 0:
                target_i, target_j = divmod(value - 1, N)
                distance = abs(i - target_i) + abs(j - target_j)
                edge_proximity_weight = (min(i, N-i-1, j, N-j-1) / (N-1)) * 2
                blocking_tiles = count_blocking_tiles(state, i, j, target_i, target_j)
                score += distance + inversions * 3 + blocking_tiles * 2 + edge_proximity_weight

    for positions in row_positions:
        inversions = count_inversions(positions)
        score += inversions * 3

    for positions in col_positions:
        inversions = count_inversions(positions)
        score += inversions * 3

    return score
",2.5337,SlidingPuzzle,True,False
pop_13_op_e2_n11_251005_175123,puzzle_astar,results_20251004_181749_puzzle_astar_edu_qwen25coder32b_ueTrue_uiFalse_uitypeNone,program_pop_13_op_e2_n11_251005_175123.json,e2,"This heuristic calculates the sum of Manhattan distances for each tile, adds penalties based on the number of tiles that are out of their correct row or column, and includes a penalty for tiles being in positions that disrupt the natural sequence within their row or column by counting misplaced neighbors, while also incorporating a bonus for tiles already in their correct position.
","def score_state(state):
    N = len(state)
    score = 0
    row_positions = [set() for _ in range(N)]
    col_positions = [set() for _ in range(N)]
    
    for i in range(N):
        for j in range(N):
            value = state[i][j]
            if value != 0:
                target_i, target_j = divmod(value - 1, N)
                distance = abs(i - target_i) + abs(j - target_j)
                score += distance
                row_positions[target_i].add((value, j))
                col_positions[target_j].add((value, i))
                
                if (i != target_i or j != target_j):
                    score += 1

    def count_misplaced_neighbors(positions):
        sorted_positions = sorted(positions, key=lambda x: x[0])
        misplaced = 0
        for k in range(1, len(sorted_positions)):
            if sorted_positions[k][1] < sorted_positions[k - 1][1]:
                misplaced += 1
        return misplaced

    for positions in row_positions:
        score += count_misplaced_neighbors(positions)
    
    for positions in col_positions:
        score += count_misplaced_neighbors(positions)

    return score
",2.28037,SlidingPuzzle,True,False
pop_13_op_e2_n12_251005_175123,puzzle_astar,results_20251004_181749_puzzle_astar_edu_qwen25coder32b_ueTrue_uiFalse_uitypeNone,program_pop_13_op_e2_n12_251005_175123.json,e2,"This heuristic calculates the sum of Manhattan distances for each tile, penalizes tiles that are out of their correct row or column by using a combination of distance-based multipliers and additional penalties for tiles that disrupt the sequence within rows and columns.
","def score_state(state):
    N = len(state)
    score = 0
    total_distance = 0
    row_positions = [set() for _ in range(N)]
    col_positions = [set() for _ in range(N)]

    for i in range(N):
        for j in range(N):
            value = state[i][j]
            if value != 0:
                target_i, target_j = divmod(value - 1, N)
                distance = abs(i - target_i) + abs(j - target_j)
                total_distance += distance
                score += distance * (distance + 2) / 4
                row_positions[target_i].add((value, j))
                col_positions[target_j].add((value, i))

    def count_sequence_disruptions(positions):
        sorted_positions = sorted(positions, key=lambda x: x[0])
        disruptions = sum(1 for k in range(len(sorted_positions) - 1) if sorted_positions[k][1] > sorted_positions[k + 1][1])
        return disruptions

    for positions in row_positions:
        score += count_sequence_disruptions(positions) * 4
    
    for positions in col_positions:
        score += count_sequence_disruptions(positions) * 3

    score += total_distance / (N * 2)
    
    return score
",1.75203,SlidingPuzzle,True,False
pop_13_op_e2_n13_251005_175123,puzzle_astar,results_20251004_181749_puzzle_astar_edu_qwen25coder32b_ueTrue_uiFalse_uitypeNone,program_pop_13_op_e2_n13_251005_175123.json,e2,"This heuristic calculates the sum of Manhattan distances for each tile, adds penalties based on tiles being out of their correct row or column, incorporates a penalty for linear conflicts within rows and columns by counting inversions, assigns a higher penalty to tiles that are farther from their goal position in terms of both distance and sequence disruption, and adjusts the weightings for these components while also considering the density of misplaced tiles around each tile.
","def score_state(state):
    N = len(state)
    score = 0
    row_positions = [set() for _ in range(N)]
    col_positions = [set() for _ in range(N)]

    for i in range(N):
        for j in range(N):
            value = state[i][j]
            if value != 0:
                target_i, target_j = divmod(value - 1, N)
                distance = abs(i - target_i) + abs(j - target_j)
                score += distance * (distance + 2) / 3
                row_positions[target_i].add((value, j))
                col_positions[target_j].add((value, i))

    def count_inversions(positions):
        sorted_positions = sorted(positions, key=lambda x: x[0])
        inversions = sum(1 for k in range(len(sorted_positions) - 1) if sorted_positions[k][1] > sorted_positions[k + 1][1])
        return inversions

    def count_misplaced_density(state, i, j):
        density = 0
        neighbors = [(-1, 0), (1, 0), (0, -1), (0, 1)]
        for di, dj in neighbors:
            ni, nj = i + di, j + dj
            if 0 <= ni < N and 0 <= nj < N and state[ni][nj] != 0:
                target_ni, target_nj = divmod(state[ni][nj] - 1, N)
                if (target_ni != ni or target_nj != nj):
                    density += 1
        return density

    for positions in row_positions:
        score += count_inversions(positions) * 3

    for positions in col_positions:
        score += count_inversions(positions) * 3

    for i in range(N):
        for j in range(N):
            value = state[i][j]
            if value != 0:
                density = count_misplaced_density(state, i, j)
                score += density * 2

    return score
",2.5337,SlidingPuzzle,True,False
pop_13_op_e2_n14_251005_175123,puzzle_astar,results_20251004_181749_puzzle_astar_edu_qwen25coder32b_ueTrue_uiFalse_uitypeNone,program_pop_13_op_e2_n14_251005_175123.json,e2,"This heuristic calculates the sum of Manhattan distances for each tile, adds penalties based on the number of misplaced tiles in their respective rows and columns, and incorporates a penalty for tiles that are out of sequence by considering the distance to their correct position in terms of both row and column disruptions.
","def score_state(state):
    N = len(state)
    score = 0
    total_distance = 0
    misplaced_rows = [0] * N
    misplaced_cols = [0] * N
    
    for i in range(N):
        for j in range(N):
            value = state[i][j]
            if value != 0:
                target_i, target_j = divmod(value - 1, N)
                distance = abs(i - target_i) + abs(j - target_j)
                total_distance += distance
                score += distance
                if i != target_i:
                    misplaced_rows[i] += 1
                if j != target_j:
                    misplaced_cols[j] += 1

    for i in range(N):
        score += misplaced_rows[i] * (misplaced_rows[i] - 1) / 2
        score += misplaced_cols[i] * (misplaced_cols[i] - 1) / 2

    return score
",2.5337,SlidingPuzzle,True,False
pop_13_op_e2_n15_251005_175123,puzzle_astar,results_20251004_181749_puzzle_astar_edu_qwen25coder32b_ueTrue_uiFalse_uitypeNone,program_pop_13_op_e2_n15_251005_175123.json,e2,"This heuristic calculates the sum of Manhattan distances for each tile, adds penalties based on tiles that are out of their correct row or column, incorporates a penalty for obstructed paths using a weighted average of misplaced tiles in rows and columns, and assigns additional penalties for tiles being in non-linear conflicts within rows and columns.
","def score_state(state):
    N = len(state)
    score = 0
    total_distance = 0
    row_positions = [set() for _ in range(N)]
    col_positions = [set() for _ in range(N)]

    for i in range(N):
        for j in range(N):
            value = state[i][j]
            if value != 0:
                target_i, target_j = divmod(value - 1, N)
                distance = abs(i - target_i) + abs(j - target_j)
                total_distance += distance
                score += distance
                row_positions[target_i].add((value, j))
                col_positions[target_j].add((value, i))

    def count_non_linear_conflicts(positions):
        sorted_positions = sorted(positions, key=lambda x: x[0])
        conflicts = 0
        for k in range(1, len(sorted_positions)):
            if sorted_positions[k][1] < sorted_positions[k - 1][1]:
                conflicts += abs(sorted_positions[k][1] - sorted_positions[k - 1][1])
        return conflicts

    def count_obstructed_paths(state, i, j, target_i, target_j):
        obstructed = 0
        for x in range(min(i, target_i) + 1, max(i, target_i)):
            if state[x][j] != 0:
                obstructed += 1
        for y in range(min(j, target_j) + 1, max(j, target_j)):
            if state[i][y] != 0:
                obstructed += 1
        return obstructed

    for positions in row_positions:
        score += count_non_linear_conflicts(positions) * 2
        misplaced = sum(1 for k in range(1, len(positions)) if positions[k][1] < positions[k - 1][1])
        score += (misplaced / N) * total_distance

    for positions in col_positions:
        score += count_non_linear_conflicts(positions) * 2
        misplaced = sum(1 for k in range(1, len(positions)) if positions[k][1] < positions[k - 1][1])
        score += (misplaced / N) * total_distance

    return score
",2.5337,SlidingPuzzle,True,False
pop_13_op_e2_n16_251005_175123,puzzle_astar,results_20251004_181749_puzzle_astar_edu_qwen25coder32b_ueTrue_uiFalse_uitypeNone,program_pop_13_op_e2_n16_251005_175123.json,e2,"This heuristic calculates the sum of Manhattan distances for each tile, adds penalties based on the number of tiles out of their correct row or column, incorporates a penalty for non-linear conflicts within rows and columns by considering the product of misplaced neighbors, and adjusts the weightings for these components.
","def score_state(state):
    N = len(state)
    score = 0
    total_distance = 0
    row_positions = [set() for _ in range(N)]
    col_positions = [set() for _ in range(N)]

    for i in range(N):
        for j in range(N):
            value = state[i][j]
            if value != 0:
                target_i, target_j = divmod(value - 1, N)
                distance = abs(i - target_i) + abs(j - target_j)
                total_distance += distance
                score += distance
                row_positions[target_i].add((value, j))
                col_positions[target_j].add((value, i))

    def count_misplaced_neighbors(positions):
        sorted_positions = sorted(positions, key=lambda x: x[0])
        misplaced = 1
        for k in range(1, len(sorted_positions)):
            if sorted_positions[k][1] < sorted_positions[k - 1][1]:
                misplaced += 1
        return misplaced

    for positions in row_positions:
        score += count_misplaced_neighbors(positions) ** 2

    for positions in col_positions:
        score += count_misplaced_neighbors(positions) ** 2

    score += total_distance / N
    
    return score
",1.13624,SlidingPuzzle,True,False
